page;section;hero_id;page_type;has_text_layer;image_count;needs_ocr;needs_review;review_reasons;visual_page_type;visual_features;visual_confidence;visual_review_required;visual_notes;note
234;heroes;hero-070;hero_title;True;4;False;False;;person_opener;has_coat_of_arms | has_map;0.9;True;editorial_issue:eq-006 (2-я страница той же проблемы) — на рендере слайда видна ТОЛЬКО усечённая надпись «г.Санкт- Петербур», как и на p.051;НАШ ОТЕЦ АЛЕКСЕЙ АННА, ЕКАТЕРИНА г. Санкт- Петербур г. Санкт-Петербург
235;heroes;hero-070;hero_scan_page;False;2;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);photo_collage;has_family_photo | has_official_symbols;0.8;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
236;heroes;hero-070;hero_scan_page;False;1;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);handwritten_letter;has_handwriting;0.75;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
237;heroes;hero-071;hero_title;True;4;False;False;;;;;;;МОЙ ОТЕЦ АЛЕКСАНДР ДАНИЛ Свердловская область г. Екатеринбург
238;heroes;hero-071;hero_scan_page;False;3;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);photo_collage;has_family_photo | has_official_symbols;0.8;False;мемориал «ПОМНИ ВОЙНУ»;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
239;heroes;hero-071;hero_scan_page;False;1;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);handwritten_letter;has_handwriting;0.9;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
240;heroes;hero-072;hero_title;True;4;False;False;;;;;;;НАШ ОТЕЦ ФЕДОР АНАСТАСИЯ, МИХАИЛ Нижегородская область г. Нижний Новгород
241;heroes;hero-072;hero_scan_page;False;2;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);mixed_material;has_official_symbols | has_family_photo | has_caption;0.7;False;мемориальная табличка с ФИО и датами + семейное фото;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
242;heroes;hero-072;hero_scan_page;False;2;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);mixed_material;has_medal_or_award | has_handwriting | has_family_photo;0.75;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
243;heroes;hero-073;hero_title;True;4;False;False;;;;;;;НАШ ОТЕЦ АНДРЕЙ АННА, ВИКТОР Челябинская область г. Челябинск
244;heroes;hero-073;hero_scan_page;False;3;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);photo_collage;has_family_photo;0.85;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
245;heroes;hero-073;hero_scan_page;False;1;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);handwritten_letter;has_handwriting;0.8;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
246;heroes;hero-074;hero_title;True;4;False;False;;;;;;;МОЙ ОТЕЦ АРТУР ДИНАР Республика Башкортостан г. Уфа
247;heroes;hero-074;hero_scan_page;False;2;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);mixed_material;has_official_symbols | has_caption | has_family_photo;0.7;False;мемориальная плита с ФИО и датами + групповое фото;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
248;heroes;hero-074;hero_scan_page;False;2;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);photo_collage;has_family_photo | has_official_symbols;0.8;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
249;heroes;hero-074;hero_scan_page;False;1;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);handwritten_letter;has_handwriting;0.9;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
250;heroes;hero-075;hero_title;True;4;False;False;;;;;;;НАШ ОТЕЦ АНДРЕЙ МАРГАРИТА, ПЕТР Амурская область г. Благовещенск
251;heroes;hero-075;hero_scan_page;False;3;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);photo_collage;has_medal_or_award | has_family_photo;0.85;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
252;heroes;hero-075;hero_scan_page;False;1;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);handwritten_letter;has_handwriting;0.75;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
253;heroes;hero-076;hero_title;True;4;False;False;;;;;;;МОЙ ОТЕЦ НИКОЛАЙ АННА Ханты-Мансийский АО - Югра г. Ханты-Мансийск
254;heroes;hero-076;hero_scan_page;False;3;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);photo_collage;has_medal_or_award | has_family_photo;0.85;False;;Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
255;heroes;hero-076;hero_scan_page;False;1;;True;scan_content_not_classified (письмо/фото/рисунок — нужна визуальная разметка);handwritten_letter;has_handwriting;0.85;False;последняя страница книги (255/255);Страница без текстового слоя: сканы (рукописное письмо / фото / детский рисунок)
